Epsilon: 0.5 min_samples: 100
Total Amount of Subjects: 12854
True Positives: 0  False Positives: 4550  Positives Total: 4550
True Negatives: 8176  False Negatives: 128  Total Negatives: 8304
Precision: 0.00% Recall: 0.00% F1-Score: 0.00

[rdflib.term.URIRef('http://www.Department2.University0.edu/UndergraduateStudent333'), 0]
[rdflib.term.URIRef('http://www.Department9.University0.edu/FullProfessor6'), 0]
[rdflib.term.URIRef('http://www.Department2.University0.edu/AssociateProfessor0/Publication14'), -1]
[rdflib.term.URIRef('http://www.Department10.University0.edu/AssociateProfessor7/Publication1'), -1]
[rdflib.term.URIRef('http://www.Department8.University0.edu/FullProfessor3/Publication0'), -1]
[rdflib.term.URIRef('http://www.Department2.University0.edu/UndergraduateStudent270'), 0]
[rdflib.term.URIRef('http://www.Department2.University0.edu/AssociateProfessor4/Publication14'), -1]
[rdflib.term.URIRef('http://www.Department14.University0.edu/GraduateStudent19'), 0]
[rdflib.term.URIRef('http://www.Department11.University0.edu/GraduateCourse23'), 3]
[rdflib.term.URIRef('http://www.Department0.University0.edu/AssociateProfessor2/Publication16'), -1]
[rdflib.term.URIRef('http://www.Department9.University0.edu/AssociateProfessor8/Publication12'), -1]
[rdflib.term.URIRef('http://www.University924.edu'), 2]
[rdflib.term.URIRef('http://www.Department13.University0.edu/UndergraduateStudent180'), 0]
[rdflib.term.URIRef('http://www.Department2.University0.edu/AssociateProfessor1/Publication3'), -1]
[rdflib.term.URIRef('http://www.Department3.University0.edu/FullProfessor0/Publication2'), -1]
[rdflib.term.URIRef('http://www.Department13.University0.edu/GraduateCourse3'), 3]
[rdflib.term.URIRef('http://www.Department1.University0.edu/AssistantProfessor7/Publication6'), -1]
[rdflib.term.URIRef('http://www.Department0.University0.edu/UndergraduateStudent315'), 0]
[rdflib.term.URIRef('http://www.Department10.University0.edu/Course52'), 1]
[rdflib.term.URIRef('http://www.Department9.University0.edu/UndergraduateStudent222'), 0]
[rdflib.term.URIRef('http://www.Department9.University0.edu/UndergraduateStudent231'), 0]
[rdflib.term.URIRef('http://www.University572.edu'), 2]
[rdflib.term.URIRef('http://www.Department8.University0.edu/FullProfessor2/Publication10'), -1]
[rdflib.term.URIRef('http://www.Department13.University0.edu/Course0'), 1]
[rdflib.term.URIRef('http://www.Department14.University0.edu/UndergraduateStudent205'), 0]
[rdflib.term.URIRef('http://www.Department9.University0.edu/FullProfessor2/Publication3'), -1]
[rdflib.term.URIRef('http://www.Department1.University0.edu/FullProfessor3/Publication5'), -1]
[rdflib.term.URIRef('http://www.Department3.University0.edu/Lecturer5/Publication4'), -1]
[rdflib.term.URIRef('http://www.Department13.University0.edu/UndergraduateStudent346'), 0]
[rdflib.term.URIRef('http://www.Department11.University0.edu/UndergraduateStudent312'), 0]
[rdflib.term.URIRef('http://www.Department12.University0.edu/FullProfessor8/Publication10'), -1]
[rdflib.term.URIRef('http://www.Department9.University0.edu/AssociateProfessor0/Publication3'), -1]
[rdflib.term.URIRef('http://www.Department0.University0.edu/UndergraduateStudent232'), 0]
[rdflib.term.URIRef('http://www.Department14.University0.edu/AssistantProfessor7'), 0]
[rdflib.term.URIRef('http://www.Department10.University0.edu/AssociateProfessor1/Publication7'), -1]
[rdflib.term.URIRef('http://www.Department3.University0.edu/UndergraduateStudent64'), 0]
[rdflib.term.URIRef('http://www.Department9.University0.edu/UndergraduateStudent262'), 0]
[rdflib.term.URIRef('http://www.Department8.University0.edu/GraduateCourse10'), 3]
[rdflib.term.URIRef('http://www.Department0.University0.edu/UndergraduateStudent78'), 0]
[rdflib.term.URIRef('http://www.Department3.University0.edu/GraduateStudent18'), 0]
[rdflib.term.URIRef('http://www.Department8.University0.edu/GraduateStudent77'), 0]
[rdflib.term.URIRef('http://www.Department11.University0.edu/GraduateCourse17'), 3]
[rdflib.term.URIRef('http://www.Department9.University0.edu/FullProfessor5/Publication14'), -1]
[rdflib.term.URIRef('http://www.University531.edu'), 2]
[rdflib.term.URIRef('http://www.Department8.University0.edu/UndergraduateStudent337'), 0]
[rdflib.term.URIRef('http://www.University76.edu'), 2]
[rdflib.term.URIRef('http://www.Department1.University0.edu/Course13'), 1]
[rdflib.term.URIRef('http://www.Department12.University0.edu/AssistantProfessor3/Publication3'), -1]
[rdflib.term.URIRef('http://www.Department13.University0.edu/GraduateStudent57'), 0]
[rdflib.term.URIRef('http://www.Department13.University0.edu/AssociateProfessor6/Publication3'), -1]
[rdflib.term.URIRef('http://www.Department8.University0.edu/UndergraduateStudent401'), 0]
[rdflib.term.URIRef('http://www.Department2.University0.edu/GraduateStudent43'), 0]
[rdflib.term.URIRef('http://www.Department2.University0.edu/UndergraduateStudent305'), 0]
[rdflib.term.URIRef('http://www.Department8.University0.edu/UndergraduateStudent18'), 0]
[rdflib.term.URIRef('http://www.Department10.University0.edu/UndergraduateStudent284'), 0]
[rdflib.term.URIRef('http://www.Department8.University0.edu/UndergraduateStudent377'), 0]
[rdflib.term.URIRef('http://www.Department2.University0.edu/GraduateStudent52'), 0]
[rdflib.term.URIRef('http://www.Department11.University0.edu/Course5'), 1]
[rdflib.term.URIRef('http://www.Department3.University0.edu/UndergraduateStudent169'), 0]
[rdflib.term.URIRef('http://www.Department12.University0.edu/UndergraduateStudent65'), 0]
[rdflib.term.URIRef('http://www.Department13.University0.edu/AssociateProfessor3'), 0]
[rdflib.term.URIRef('http://www.Department13.University0.edu/FullProfessor4/Publication13'), -1]
[rdflib.term.URIRef('http://www.University334.edu'), 2]
[rdflib.term.URIRef('http://www.Department13.University0.edu/UndergraduateStudent315'), 0]
[rdflib.term.URIRef('http://www.Department3.University0.edu/AssociateProfessor4/Publication4'), -1]
[rdflib.term.URIRef('http://www.Department1.University0.edu/UndergraduateStudent171'), 0]
[rdflib.term.URIRef('http://www.Department0.University0.edu/GraduateCourse33'), 3]
[rdflib.term.URIRef('http://www.Department12.University0.edu/AssistantProfessor10/Publication6'), -1]
[rdflib.term.URIRef('http://www.Department12.University0.edu/UndergraduateStudent321'), 0]
[rdflib.term.URIRef('http://www.Department3.University0.edu/FullProfessor2/Publication4'), -1]
[rdflib.term.URIRef('http://www.Department3.University0.edu/FullProfessor2/Publication2'), -1]
[rdflib.term.URIRef('http://www.Department1.University0.edu/ResearchGroup5'), -1]
[rdflib.term.URIRef('http://www.Department0.University0.edu/Lecturer0/Publication2'), -1]
[rdflib.term.URIRef('http://www.Department3.University0.edu/FullProfessor3/Publication5'), -1]
[rdflib.term.URIRef('http://www.Department12.University0.edu/FullProfessor2/Publication2'), -1]
[rdflib.term.URIRef('http://www.Department11.University0.edu/AssistantProfessor0/Publication3'), -1]
[rdflib.term.URIRef('http://www.Department13.University0.edu/AssociateProfessor12/Publication4'), -1]
[rdflib.term.URIRef('http://www.Department2.University0.edu/AssociateProfessor8/Publication8'), -1]
[rdflib.term.URIRef('http://www.Department14.University0.edu/AssociateProfessor11/Publication14'), -1]
[rdflib.term.URIRef('http://www.Department0.University0.edu/Lecturer3'), 0]
[rdflib.term.URIRef('http://www.Department3.University0.edu/GraduateStudent2'), 0]
[rdflib.term.URIRef('http://www.Department1.University0.edu/AssociateProfessor7/Publication15'), -1]
[rdflib.term.URIRef('http://www.Department0.University0.edu/GraduateStudent59'), 0]
[rdflib.term.URIRef('http://www.Department2.University0.edu/FullProfessor3/Publication12'), -1]
[rdflib.term.URIRef('http://www.Department1.University0.edu/UndergraduateStudent315'), 0]
[rdflib.term.URIRef('http://www.Department12.University0.edu/GraduateStudent89'), 0]
[rdflib.term.URIRef('http://www.Department2.University0.edu/UndergraduateStudent150'), 0]
[rdflib.term.URIRef('http://www.Department9.University0.edu/GraduateStudent59'), 0]
[rdflib.term.URIRef('http://www.Department3.University0.edu/UndergraduateStudent84'), 0]
[rdflib.term.URIRef('http://www.Department8.University0.edu/UndergraduateStudent324'), 0]
[rdflib.term.URIRef('http://www.Department8.University0.edu/UndergraduateStudent26'), 0]
[rdflib.term.URIRef('http://www.Department14.University0.edu/AssistantProfessor2/Publication0'), -1]
[rdflib.term.URIRef('http://www.Department3.University0.edu/AssociateProfessor9/Publication12'), -1]
[rdflib.term.URIRef('http://www.Department0.University0.edu/FullProfessor8/Publication3'), -1]
[rdflib.term.URIRef('http://www.Department11.University0.edu/UndergraduateStudent380'), 0]
[rdflib.term.URIRef('http://www.University88.edu'), 2]
[rdflib.term.URIRef('http://www.Department3.University0.edu/AssociateProfessor7/Publication5'), -1]
[rdflib.term.URIRef('http://www.Department14.University0.edu/Lecturer1/Publication1'), -1]
[rdflib.term.URIRef('http://www.Department2.University0.edu/GraduateCourse17'), 3]
[rdflib.term.URIRef('http://www.Department12.University0.edu/AssistantProfessor5'), 0]
[rdflib.term.URIRef('http://www.Department2.University0.edu/UndergraduateStudent47'), 0]
[rdflib.term.URIRef('http://www.University89.edu'), 2]
[rdflib.term.URIRef('http://www.Department2.University0.edu/FullProfessor0/Publication2'), -1]
[rdflib.term.URIRef('http://www.Department13.University0.edu/UndergraduateStudent57'), 0]
[rdflib.term.URIRef('http://www.Department0.University0.edu/GraduateStudent82'), 0]
[rdflib.term.URIRef('http://www.Department1.University0.edu/AssociateProfessor5/Publication3'), -1]
[rdflib.term.URIRef('http://www.Department12.University0.edu/UndergraduateStudent5'), 0]
[rdflib.term.URIRef('http://www.Department8.University0.edu/Course43'), 1]
[rdflib.term.URIRef('http://www.Department3.University0.edu/UndergraduateStudent216'), 0]
[rdflib.term.URIRef('http://www.Department1.University0.edu/UndergraduateStudent271'), 0]
[rdflib.term.URIRef('http://www.Department0.University0.edu/UndergraduateStudent280'), 0]
[rdflib.term.URIRef('http://www.University347.edu'), 2]
[rdflib.term.URIRef('http://www.Department12.University0.edu/UndergraduateStudent271'), 0]
[rdflib.term.URIRef('http://www.Department12.University0.edu/AssociateProfessor10/Publication15'), -1]
[rdflib.term.URIRef('http://www.Department8.University0.edu/GraduateCourse29'), 3]
[rdflib.term.URIRef('http://www.Department12.University0.edu/FullProfessor4/Publication4'), -1]
[rdflib.term.URIRef('http://www.Department9.University0.edu/FullProfessor5/Publication8'), -1]
[rdflib.term.URIRef('http://www.Department1.University0.edu/AssistantProfessor7/Publication5'), -1]
[rdflib.term.URIRef('http://www.Department8.University0.edu/AssociateProfessor0/Publication1'), -1]
[rdflib.term.URIRef('http://www.Department12.University0.edu/FullProfessor8/Publication13'), -1]
[rdflib.term.URIRef('http://www.Department3.University0.edu/GraduateStudent35'), 0]
[rdflib.term.URIRef('http://www.Department9.University0.edu/AssistantProfessor2'), 0]
[rdflib.term.URIRef('http://www.Department10.University0.edu/UndergraduateStudent286'), 0]
[rdflib.term.URIRef('http://www.Department8.University0.edu/FullProfessor2/Publication0'), -1]
[rdflib.term.URIRef('http://www.Department9.University0.edu/AssistantProfessor1/Publication3'), -1]
[rdflib.term.URIRef('http://www.Department1.University0.edu/FullProfessor1/Publication4'), -1]
[rdflib.term.URIRef('http://www.Department8.University0.edu/UndergraduateStudent31'), 0]
[rdflib.term.URIRef('http://www.Department14.University0.edu/AssociateProfessor6/Publication0'), -1]
[rdflib.term.URIRef('http://www.University216.edu'), 2]
[rdflib.term.URIRef('http://www.Department9.University0.edu/GraduateCourse41'), 3]
[rdflib.term.URIRef('http://www.University527.edu'), 2]
[rdflib.term.URIRef('http://www.University247.edu'), 2]
[rdflib.term.URIRef('http://www.Department14.University0.edu/GraduateStudent84'), 0]
[rdflib.term.URIRef('http://www.University65.edu'), 2]
[rdflib.term.URIRef('http://www.Department14.University0.edu/UndergraduateStudent255'), 0]
[rdflib.term.URIRef('http://www.Department13.University0.edu/UndergraduateStudent450'), 0]
[rdflib.term.URIRef('http://www.Department12.University0.edu/ResearchGroup1'), -1]
[rdflib.term.URIRef('http://www.Department8.University0.edu/UndergraduateStudent126'), 0]
[rdflib.term.URIRef('http://www.Department14.University0.edu/AssociateProfessor2/Publication5'), -1]
[rdflib.term.URIRef('http://www.Department0.University0.edu/UndergraduateStudent270'), 0]
[rdflib.term.URIRef('http://www.Department12.University0.edu/AssociateProfessor9/Publication14'), -1]
[rdflib.term.URIRef('http://www.Department11.University0.edu/GraduateStudent142'), 0]
[rdflib.term.URIRef('http://www.Department14.University0.edu/AssociateProfessor7/Publication3'), -1]
[rdflib.term.URIRef('http://www.Department8.University0.edu/AssociateProfessor3/Publication0'), -1]
[rdflib.term.URIRef('http://www.Department3.University0.edu/FullProfessor1/Publication15'), -1]
[rdflib.term.URIRef('http://www.Department9.University0.edu/GraduateStudent11'), 0]
[rdflib.term.URIRef('http://www.Department11.University0.edu/AssistantProfessor8/Publication4'), -1]
[rdflib.term.URIRef('http://www.University257.edu'), 2]
[rdflib.term.URIRef('http://www.Department12.University0.edu/AssociateProfessor3/Publication13'), -1]
[rdflib.term.URIRef('http://www.Department10.University0.edu/UndergraduateStudent310'), 0]
[rdflib.term.URIRef('http://www.Department12.University0.edu/FullProfessor8/Publication2'), -1]
[rdflib.term.URIRef('http://www.Department8.University0.edu/FullProfessor0/Publication4'), -1]
[rdflib.term.URIRef('http://www.Department8.University0.edu/UndergraduateStudent264'), 0]
[rdflib.term.URIRef('http://www.Department9.University0.edu/UndergraduateStudent274'), 0]
[rdflib.term.URIRef('http://www.Department3.University0.edu/FullProfessor8/Publication7'), -1]
[rdflib.term.URIRef('http://www.Department13.University0.edu/FullProfessor0/Publication17'), -1]
[rdflib.term.URIRef('http://www.Department0.University0.edu/FullProfessor1/Publication9'), -1]
[rdflib.term.URIRef('http://www.Department9.University0.edu/AssociateProfessor4/Publication8'), -1]
[rdflib.term.URIRef('http://www.Department14.University0.edu/FullProfessor6/Publication8'), -1]
[rdflib.term.URIRef('http://www.Department3.University0.edu/UndergraduateStudent136'), 0]
[rdflib.term.URIRef('http://www.Department10.University0.edu/FullProfessor6/Publication3'), -1]
[rdflib.term.URIRef('http://www.Department12.University0.edu/FullProfessor7/Publication9'), -1]
[rdflib.term.URIRef('http://www.Department10.University0.edu/AssistantProfessor0/Publication8'), 0]
[rdflib.term.URIRef('http://www.Department11.University0.edu/UndergraduateStudent164'), 0]
[rdflib.term.URIRef('http://www.Department13.University0.edu/UndergraduateStudent69'), 0]
[rdflib.term.URIRef('http://www.Department2.University0.edu/UndergraduateStudent228'), 0]
[rdflib.term.URIRef('http://www.Department14.University0.edu/GraduateCourse18'), 3]
[rdflib.term.URIRef('http://www.Department0.University0.edu/GraduateCourse64'), 3]
[rdflib.term.URIRef('http://www.Department13.University0.edu/UndergraduateStudent268'), 0]
[rdflib.term.URIRef('http://www.Department10.University0.edu/AssociateProfessor4/Publication0'), -1]
[rdflib.term.URIRef('http://www.Department14.University0.edu/AssociateProfessor11/Publication11'), -1]
[rdflib.term.URIRef('http://www.Department14.University0.edu/FullProfessor5/Publication6'), -1]
[rdflib.term.URIRef('http://www.Department2.University0.edu/AssociateProfessor5'), 0]
[rdflib.term.URIRef('http://www.Department3.University0.edu/AssistantProfessor0/Publication5'), -1]
[rdflib.term.URIRef('http://www.Department14.University0.edu/FullProfessor3/Publication10'), -1]
[rdflib.term.URIRef('http://www.Department13.University0.edu/UndergraduateStudent244'), 0]
[rdflib.term.URIRef('http://www.Department3.University0.edu/UndergraduateStudent79'), 0]
[rdflib.term.URIRef('http://www.University161.edu'), 2]
[rdflib.term.URIRef('http://www.Department2.University0.edu/GraduateStudent70'), 0]
[rdflib.term.URIRef('http://www.Department10.University0.edu/AssociateProfessor0/Publication15'), 0]
[rdflib.term.URIRef('http://www.Department0.University0.edu/GraduateStudent93'), 0]
[rdflib.term.URIRef('http://www.University786.edu'), 2]
[rdflib.term.URIRef('http://www.Department12.University0.edu/UndergraduateStudent269'), 0]
[rdflib.term.URIRef('http://www.Department12.University0.edu/FullProfessor2/Publication5'), -1]
[rdflib.term.URIRef('http://www.Department11.University0.edu/GraduateStudent146'), 0]
[rdflib.term.URIRef('http://www.Department12.University0.edu/Lecturer3'), 0]
[rdflib.term.URIRef('http://www.Department0.University0.edu/UndergraduateStudent54'), 0]
[rdflib.term.URIRef('http://www.Department14.University0.edu/AssociateProfessor4/Publication4'), -1]
[rdflib.term.URIRef('http://www.Department2.University0.edu/GraduateStudent25'), 0]
[rdflib.term.URIRef('http://www.Department3.University0.edu/UndergraduateStudent243'), 0]
[rdflib.term.URIRef('http://www.Department1.University0.edu/AssistantProfessor6'), 0]
[rdflib.term.URIRef('http://www.Department0.University0.edu/AssociateProfessor6/Publication0'), -1]
[rdflib.term.URIRef('http://www.Department13.University0.edu/UndergraduateStudent342'), 0]
[rdflib.term.URIRef('http://www.Department13.University0.edu/UndergraduateStudent64'), 0]
[rdflib.term.URIRef('http://www.Department3.University0.edu/UndergraduateStudent63'), 0]
[rdflib.term.URIRef('http://www.Department12.University0.edu/FullProfessor4/Publication5'), -1]
[rdflib.term.URIRef('http://www.Department10.University0.edu/AssociateProfessor7/Publication10'), -1]
[rdflib.term.URIRef('http://www.Department14.University0.edu/GraduateStudent65'), 0]
[rdflib.term.URIRef('http://www.University475.edu'), 2]
[rdflib.term.URIRef('http://www.Department3.University0.edu/AssociateProfessor2/Publication7'), -1]
[rdflib.term.URIRef('http://www.Department12.University0.edu/FullProfessor5/Publication1'), -1]
[rdflib.term.URIRef('http://www.Department12.University0.edu/UndergraduateStudent46'), 0]
[rdflib.term.URIRef('http://www.Department8.University0.edu/AssistantProfessor9/Publication3'), -1]
[rdflib.term.URIRef('http://www.Department3.University0.edu/UndergraduateStudent28'), 0]
[rdflib.term.URIRef('http://www.Department8.University0.edu/UndergraduateStudent221'), 0]
[rdflib.term.URIRef('http://www.Department1.University0.edu/UndergraduateStudent203'), 0]
[rdflib.term.URIRef('http://www.Department2.University0.edu/UndergraduateStudent346'), 0]
[rdflib.term.URIRef('http://www.Department10.University0.edu/UndergraduateStudent112'), 0]
[rdflib.term.URIRef('http://www.Department11.University0.edu/AssistantProfessor2/Publication6'), -1]
[rdflib.term.URIRef('http://www.University286.edu'), 2]
[rdflib.term.URIRef('http://www.Department0.University0.edu/GraduateStudent67'), 0]
[rdflib.term.URIRef('http://www.Department1.University0.edu/UndergraduateStudent285'), 0]
[rdflib.term.URIRef('http://www.Department9.University0.edu/GraduateStudent63'), 0]
[rdflib.term.URIRef('http://www.Department9.University0.edu/UndergraduateStudent251'), 0]
[rdflib.term.URIRef('http://www.Department3.University0.edu/FullProfessor6'), 0]
[rdflib.term.URIRef('http://www.Department13.University0.edu/UndergraduateStudent75'), 0]
[rdflib.term.URIRef('http://www.Department8.University0.edu/AssociateProfessor6/Publication15'), -1]
[rdflib.term.URIRef('http://www.Department14.University0.edu/UndergraduateStudent170'), 0]
[rdflib.term.URIRef('http://www.Department1.University0.edu/Lecturer1'), 0]
[rdflib.term.URIRef('http://www.Department13.University0.edu/GraduateStudent32'), 0]
[rdflib.term.URIRef('http://www.Department11.University0.edu/UndergraduateStudent295'), 0]
[rdflib.term.URIRef('http://www.Department0.University0.edu/UndergraduateStudent290'), 0]
[rdflib.term.URIRef('http://www.Department13.University0.edu/AssociateProfessor6/Publication0'), -1]
[rdflib.term.URIRef('http://www.Department3.University0.edu/Lecturer3'), 0]
[rdflib.term.URIRef('http://www.Department8.University0.edu/GraduateStudent50'), 0]
[rdflib.term.URIRef('http://www.Department2.University0.edu/FullProfessor3/Publication3'), -1]
[rdflib.term.URIRef('http://www.Department12.University0.edu/AssistantProfessor0/Publication2'), -1]
[rdflib.term.URIRef('http://www.Department1.University0.edu/UndergraduateStudent19'), 0]
[rdflib.term.URIRef('http://www.Department9.University0.edu/UndergraduateStudent69'), 0]
[rdflib.term.URIRef('http://www.University529.edu'), 2]
[rdflib.term.URIRef('http://www.University862.edu'), 2]
[rdflib.term.URIRef('http://www.Department12.University0.edu/GraduateCourse21'), 3]
[rdflib.term.URIRef('http://www.Department0.University0.edu/FullProfessor4/Publication16'), -1]
[rdflib.term.URIRef('http://www.Department0.University0.edu/UndergraduateStudent187'), 0]
[rdflib.term.URIRef('http://www.Department12.University0.edu/UndergraduateStudent77'), 0]
[rdflib.term.URIRef('http://www.Department12.University0.edu/UndergraduateStudent311'), 0]
[rdflib.term.URIRef('http://www.Department12.University0.edu/UndergraduateStudent197'), 0]
[rdflib.term.URIRef('http://www.Department2.University0.edu/UndergraduateStudent36'), 0]
[rdflib.term.URIRef('http://www.Department12.University0.edu/FullProfessor4/Publication8'), -1]
[rdflib.term.URIRef('http://www.Department10.University0.edu/FullProfessor5/Publication1'), -1]
[rdflib.term.URIRef('http://www.Department14.University0.edu/AssistantProfessor3/Publication0'), -1]
[rdflib.term.URIRef('http://www.Department8.University0.edu/UndergraduateStudent416'), 0]
[rdflib.term.URIRef('http://www.Department11.University0.edu/FullProfessor3/Publication3'), -1]
[rdflib.term.URIRef('http://www.Department0.University0.edu/UndergraduateStudent172'), 0]
[rdflib.term.URIRef('http://www.Department13.University0.edu/UndergraduateStudent296'), 0]
[rdflib.term.URIRef('http://www.Department0.University0.edu/Course22'), 1]
[rdflib.term.URIRef('http://www.Department13.University0.edu/UndergraduateStudent125'), 0]
[rdflib.term.URIRef('http://www.Department11.University0.edu/AssistantProfessor7/Publication1'), -1]
[rdflib.term.URIRef('http://www.Department3.University0.edu/FullProfessor5/Publication10'), -1]
[rdflib.term.URIRef('http://www.Department11.University0.edu/UndergraduateStudent9'), 0]
[rdflib.term.URIRef('http://www.Department2.University0.edu/UndergraduateStudent231'), 0]
[rdflib.term.URIRef('http://www.Department13.University0.edu/UndergraduateStudent40'), 0]
[rdflib.term.URIRef('http://www.Department13.University0.edu/UndergraduateStudent393'), 0]
[rdflib.term.URIRef('http://www.Department0.University0.edu/UndergraduateStudent411'), 0]
[rdflib.term.URIRef('http://www.Department13.University0.edu/GraduateStudent35'), 0]
[rdflib.term.URIRef('http://www.Department14.University0.edu/Course2'), 1]
[rdflib.term.URIRef('http://www.Department3.University0.edu/GraduateStudent63'), 0]
[rdflib.term.URIRef('http://www.Department8.University0.edu/AssistantProfessor3/Publication5'), -1]
[rdflib.term.URIRef('http://www.Department2.University0.edu/UndergraduateStudent147'), 0]
[rdflib.term.URIRef('http://www.Department2.University0.edu/AssistantProfessor2/Publication2'), -1]
[rdflib.term.URIRef('http://www.Department8.University0.edu/UndergraduateStudent83'), 0]
[rdflib.term.URIRef('http://www.Department0.University0.edu/Course25'), 1]
[rdflib.term.URIRef('http://www.Department14.University0.edu/Course48'), 1]
[rdflib.term.URIRef('http://www.Department1.University0.edu/GraduateStudent92'), 0]
[rdflib.term.URIRef('http://www.Department10.University0.edu/AssociateProfessor9/Publication0'), -1]
[rdflib.term.URIRef('http://www.Department9.University0.edu/UndergraduateStudent15'), 0]
[rdflib.term.URIRef('http://www.Department0.University0.edu/AssistantProfessor3/Publication5'), -1]
[rdflib.term.URIRef('http://www.University557.edu'), 2]
[rdflib.term.URIRef('http://www.Department9.University0.edu/FullProfessor5/Publication9'), -1]
[rdflib.term.URIRef('http://www.Department14.University0.edu/UndergraduateStudent229'), 0]
[rdflib.term.URIRef('http://www.Department1.University0.edu/UndergraduateStudent401'), 0]
[rdflib.term.URIRef('http://www.Department0.University0.edu/AssociateProfessor3/Publication11'), -1]
[rdflib.term.URIRef('http://www.Department13.University0.edu/FullProfessor6/Publication7'), -1]
[rdflib.term.URIRef('http://www.Department8.University0.edu/GraduateStudent71'), 0]
[rdflib.term.URIRef('http://www.Department11.University0.edu/GraduateStudent108'), 0]
[rdflib.term.URIRef('http://www.Department14.University0.edu/GraduateStudent103'), 0]
[rdflib.term.URIRef('http://www.Department11.University0.edu/GraduateStudent143'), 0]
[rdflib.term.URIRef('http://www.Department10.University0.edu/FullProfessor2/Publication14'), -1]
[rdflib.term.URIRef('http://www.Department0.University0.edu/UndergraduateStudent252'), 0]
[rdflib.term.URIRef('http://www.Department0.University0.edu/UndergraduateStudent150'), 0]
[rdflib.term.URIRef('http://www.Department10.University0.edu/FullProfessor1/Publication17'), -1]
[rdflib.term.URIRef('http://www.Department10.University0.edu/UndergraduateStudent157'), 0]
[rdflib.term.URIRef('http://www.Department3.University0.edu/AssociateProfessor1/Publication11'), -1]
[rdflib.term.URIRef('http://www.Department1.University0.edu/Course26'), 1]
[rdflib.term.URIRef('http://www.Department2.University0.edu/FullProfessor5/Publication3'), -1]
[rdflib.term.URIRef('http://www.Department9.University0.edu/FullProfessor0/Publication12'), -1]
[rdflib.term.URIRef('http://www.Department10.University0.edu/UndergraduateStudent152'), 0]
[rdflib.term.URIRef('http://www.Department0.University0.edu/UndergraduateStudent326'), 0]
[rdflib.term.URIRef('http://www.Department14.University0.edu/FullProfessor5/Publication11'), -1]
[rdflib.term.URIRef('http://www.Department11.University0.edu/UndergraduateStudent308'), 0]
[rdflib.term.URIRef('http://www.Department1.University0.edu/UndergraduateStudent179'), 0]
[rdflib.term.URIRef('http://www.Department8.University0.edu/UndergraduateStudent328'), 0]
[rdflib.term.URIRef('http://www.Department11.University0.edu/UndergraduateStudent223'), 0]
[rdflib.term.URIRef('http://www.Department14.University0.edu/AssistantProfessor5/Publication2'), -1]
[rdflib.term.URIRef('http://www.Department2.University0.edu/UndergraduateStudent296'), 0]
[rdflib.term.URIRef('http://www.Department11.University0.edu/GraduateStudent76'), 0]
[rdflib.term.URIRef('http://www.Department14.University0.edu/AssistantProfessor3'), 0]
[rdflib.term.URIRef('http://www.Department8.University0.edu/FullProfessor4/Publication6'), -1]
[rdflib.term.URIRef('http://www.Department3.University0.edu/GraduateStudent64'), 0]
[rdflib.term.URIRef('http://www.Department10.University0.edu/UndergraduateStudent32'), 0]
[rdflib.term.URIRef('http://www.Department1.University0.edu/UndergraduateStudent260'), 0]
[rdflib.term.URIRef('http://www.University61.edu'), 2]
[rdflib.term.URIRef('http://www.Department10.University0.edu/GraduateStudent15'), 0]
[rdflib.term.URIRef('http://www.Department8.University0.edu/ResearchGroup10'), -1]
[rdflib.term.URIRef('http://www.Department1.University0.edu/UndergraduateStudent78'), 0]
[rdflib.term.URIRef('http://www.Department8.University0.edu/AssociateProfessor7/Publication2'), -1]
[rdflib.term.URIRef('http://www.Department1.University0.edu/UndergraduateStudent226'), 0]
[rdflib.term.URIRef('http://www.Department9.University0.edu/FullProfessor3/Publication1'), -1]
[rdflib.term.URIRef('http://www.Department8.University0.edu/UndergraduateStudent66'), 0]
[rdflib.term.URIRef('http://www.Department14.University0.edu/AssistantProfessor6/Publication2'), -1]
[rdflib.term.URIRef('http://www.Department3.University0.edu/FullProfessor3/Publication0'), -1]
[rdflib.term.URIRef('http://www.Department12.University0.edu/AssociateProfessor6/Publication9'), -1]
[rdflib.term.URIRef('http://www.Department14.University0.edu/ResearchGroup0'), -1]
[rdflib.term.URIRef('http://www.Department0.University0.edu/UndergraduateStudent321'), 0]
[rdflib.term.URIRef('http://www.Department9.University0.edu/FullProfessor5/Publication11'), -1]
[rdflib.term.URIRef('http://www.Department13.University0.edu/GraduateCourse57'), 3]
[rdflib.term.URIRef('http://www.Department14.University0.edu/Course44'), 1]
[rdflib.term.URIRef('http://www.Department9.University0.edu/FullProfessor5/Publication0'), -1]
[rdflib.term.URIRef('http://www.Department13.University0.edu/AssistantProfessor6/Publication3'), -1]
[rdflib.term.URIRef('http://www.Department2.University0.edu/AssociateProfessor11'), 0]
[rdflib.term.URIRef('http://www.University575.edu'), 2]
[rdflib.term.URIRef('http://www.Department2.University0.edu/Course13'), 1]
[rdflib.term.URIRef('http://www.Department1.University0.edu/FullProfessor5/Publication13'), -1]
[rdflib.term.URIRef('http://www.Department8.University0.edu/AssistantProfessor2/Publication0'), -1]
[rdflib.term.URIRef('http://www.Department10.University0.edu/UndergraduateStudent340'), 0]
[rdflib.term.URIRef('http://www.Department3.University0.edu/AssociateProfessor6/Publication10'), -1]
[rdflib.term.URIRef('http://www.Department10.University0.edu/UndergraduateStudent355'), 0]
